login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,user_view_type,site_admin,score
rajeshwarpatlolla,9896335,MDQ6VXNlcjk4OTYzMzU=,https://avatars.githubusercontent.com/u/9896335?v=4,,https://api.github.com/users/rajeshwarpatlolla,https://github.com/rajeshwarpatlolla,https://api.github.com/users/rajeshwarpatlolla/followers,https://api.github.com/users/rajeshwarpatlolla/following{/other_user},https://api.github.com/users/rajeshwarpatlolla/gists{/gist_id},https://api.github.com/users/rajeshwarpatlolla/starred{/owner}{/repo},https://api.github.com/users/rajeshwarpatlolla/subscriptions,https://api.github.com/users/rajeshwarpatlolla/orgs,https://api.github.com/users/rajeshwarpatlolla/repos,https://api.github.com/users/rajeshwarpatlolla/events{/privacy},https://api.github.com/users/rajeshwarpatlolla/received_events,User,public,False,1.0
shravankoninti,6191291,MDQ6VXNlcjYxOTEyOTE=,https://avatars.githubusercontent.com/u/6191291?v=4,,https://api.github.com/users/shravankoninti,https://github.com/shravankoninti,https://api.github.com/users/shravankoninti/followers,https://api.github.com/users/shravankoninti/following{/other_user},https://api.github.com/users/shravankoninti/gists{/gist_id},https://api.github.com/users/shravankoninti/starred{/owner}{/repo},https://api.github.com/users/shravankoninti/subscriptions,https://api.github.com/users/shravankoninti/orgs,https://api.github.com/users/shravankoninti/repos,https://api.github.com/users/shravankoninti/events{/privacy},https://api.github.com/users/shravankoninti/received_events,User,public,False,1.0
SAGARSURI,14856659,MDQ6VXNlcjE0ODU2NjU5,https://avatars.githubusercontent.com/u/14856659?v=4,,https://api.github.com/users/SAGARSURI,https://github.com/SAGARSURI,https://api.github.com/users/SAGARSURI/followers,https://api.github.com/users/SAGARSURI/following{/other_user},https://api.github.com/users/SAGARSURI/gists{/gist_id},https://api.github.com/users/SAGARSURI/starred{/owner}{/repo},https://api.github.com/users/SAGARSURI/subscriptions,https://api.github.com/users/SAGARSURI/orgs,https://api.github.com/users/SAGARSURI/repos,https://api.github.com/users/SAGARSURI/events{/privacy},https://api.github.com/users/SAGARSURI/received_events,User,public,False,1.0
anudeepsai,2078316,MDQ6VXNlcjIwNzgzMTY=,https://avatars.githubusercontent.com/u/2078316?v=4,,https://api.github.com/users/anudeepsai,https://github.com/anudeepsai,https://api.github.com/users/anudeepsai/followers,https://api.github.com/users/anudeepsai/following{/other_user},https://api.github.com/users/anudeepsai/gists{/gist_id},https://api.github.com/users/anudeepsai/starred{/owner}{/repo},https://api.github.com/users/anudeepsai/subscriptions,https://api.github.com/users/anudeepsai/orgs,https://api.github.com/users/anudeepsai/repos,https://api.github.com/users/anudeepsai/events{/privacy},https://api.github.com/users/anudeepsai/received_events,User,public,False,1.0
devopsyuva,26161699,MDQ6VXNlcjI2MTYxNjk5,https://avatars.githubusercontent.com/u/26161699?v=4,,https://api.github.com/users/devopsyuva,https://github.com/devopsyuva,https://api.github.com/users/devopsyuva/followers,https://api.github.com/users/devopsyuva/following{/other_user},https://api.github.com/users/devopsyuva/gists{/gist_id},https://api.github.com/users/devopsyuva/starred{/owner}{/repo},https://api.github.com/users/devopsyuva/subscriptions,https://api.github.com/users/devopsyuva/orgs,https://api.github.com/users/devopsyuva/repos,https://api.github.com/users/devopsyuva/events{/privacy},https://api.github.com/users/devopsyuva/received_events,User,public,False,1.0
ajmalsiddiqui,20279129,MDQ6VXNlcjIwMjc5MTI5,https://avatars.githubusercontent.com/u/20279129?v=4,,https://api.github.com/users/ajmalsiddiqui,https://github.com/ajmalsiddiqui,https://api.github.com/users/ajmalsiddiqui/followers,https://api.github.com/users/ajmalsiddiqui/following{/other_user},https://api.github.com/users/ajmalsiddiqui/gists{/gist_id},https://api.github.com/users/ajmalsiddiqui/starred{/owner}{/repo},https://api.github.com/users/ajmalsiddiqui/subscriptions,https://api.github.com/users/ajmalsiddiqui/orgs,https://api.github.com/users/ajmalsiddiqui/repos,https://api.github.com/users/ajmalsiddiqui/events{/privacy},https://api.github.com/users/ajmalsiddiqui/received_events,User,public,False,1.0
yashrajkakkad,18521104,MDQ6VXNlcjE4NTIxMTA0,https://avatars.githubusercontent.com/u/18521104?v=4,,https://api.github.com/users/yashrajkakkad,https://github.com/yashrajkakkad,https://api.github.com/users/yashrajkakkad/followers,https://api.github.com/users/yashrajkakkad/following{/other_user},https://api.github.com/users/yashrajkakkad/gists{/gist_id},https://api.github.com/users/yashrajkakkad/starred{/owner}{/repo},https://api.github.com/users/yashrajkakkad/subscriptions,https://api.github.com/users/yashrajkakkad/orgs,https://api.github.com/users/yashrajkakkad/repos,https://api.github.com/users/yashrajkakkad/events{/privacy},https://api.github.com/users/yashrajkakkad/received_events,User,public,False,1.0
sagaragarwal94,10922408,MDQ6VXNlcjEwOTIyNDA4,https://avatars.githubusercontent.com/u/10922408?v=4,,https://api.github.com/users/sagaragarwal94,https://github.com/sagaragarwal94,https://api.github.com/users/sagaragarwal94/followers,https://api.github.com/users/sagaragarwal94/following{/other_user},https://api.github.com/users/sagaragarwal94/gists{/gist_id},https://api.github.com/users/sagaragarwal94/starred{/owner}{/repo},https://api.github.com/users/sagaragarwal94/subscriptions,https://api.github.com/users/sagaragarwal94/orgs,https://api.github.com/users/sagaragarwal94/repos,https://api.github.com/users/sagaragarwal94/events{/privacy},https://api.github.com/users/sagaragarwal94/received_events,User,public,False,1.0
cmcodes1,34341671,MDQ6VXNlcjM0MzQxNjcx,https://avatars.githubusercontent.com/u/34341671?v=4,,https://api.github.com/users/cmcodes1,https://github.com/cmcodes1,https://api.github.com/users/cmcodes1/followers,https://api.github.com/users/cmcodes1/following{/other_user},https://api.github.com/users/cmcodes1/gists{/gist_id},https://api.github.com/users/cmcodes1/starred{/owner}{/repo},https://api.github.com/users/cmcodes1/subscriptions,https://api.github.com/users/cmcodes1/orgs,https://api.github.com/users/cmcodes1/repos,https://api.github.com/users/cmcodes1/events{/privacy},https://api.github.com/users/cmcodes1/received_events,User,public,False,1.0
DivyaChinta,120626964,U_kgDOBzCfFA,https://avatars.githubusercontent.com/u/120626964?v=4,,https://api.github.com/users/DivyaChinta,https://github.com/DivyaChinta,https://api.github.com/users/DivyaChinta/followers,https://api.github.com/users/DivyaChinta/following{/other_user},https://api.github.com/users/DivyaChinta/gists{/gist_id},https://api.github.com/users/DivyaChinta/starred{/owner}{/repo},https://api.github.com/users/DivyaChinta/subscriptions,https://api.github.com/users/DivyaChinta/orgs,https://api.github.com/users/DivyaChinta/repos,https://api.github.com/users/DivyaChinta/events{/privacy},https://api.github.com/users/DivyaChinta/received_events,User,public,False,1.0
twaritwaikar,31801364,MDQ6VXNlcjMxODAxMzY0,https://avatars.githubusercontent.com/u/31801364?v=4,,https://api.github.com/users/twaritwaikar,https://github.com/twaritwaikar,https://api.github.com/users/twaritwaikar/followers,https://api.github.com/users/twaritwaikar/following{/other_user},https://api.github.com/users/twaritwaikar/gists{/gist_id},https://api.github.com/users/twaritwaikar/starred{/owner}{/repo},https://api.github.com/users/twaritwaikar/subscriptions,https://api.github.com/users/twaritwaikar/orgs,https://api.github.com/users/twaritwaikar/repos,https://api.github.com/users/twaritwaikar/events{/privacy},https://api.github.com/users/twaritwaikar/received_events,User,public,False,1.0
vamandeshmukh,45888115,MDQ6VXNlcjQ1ODg4MTE1,https://avatars.githubusercontent.com/u/45888115?v=4,,https://api.github.com/users/vamandeshmukh,https://github.com/vamandeshmukh,https://api.github.com/users/vamandeshmukh/followers,https://api.github.com/users/vamandeshmukh/following{/other_user},https://api.github.com/users/vamandeshmukh/gists{/gist_id},https://api.github.com/users/vamandeshmukh/starred{/owner}{/repo},https://api.github.com/users/vamandeshmukh/subscriptions,https://api.github.com/users/vamandeshmukh/orgs,https://api.github.com/users/vamandeshmukh/repos,https://api.github.com/users/vamandeshmukh/events{/privacy},https://api.github.com/users/vamandeshmukh/received_events,User,public,False,1.0
DevashishPathrabe,67232653,MDQ6VXNlcjY3MjMyNjUz,https://avatars.githubusercontent.com/u/67232653?v=4,,https://api.github.com/users/DevashishPathrabe,https://github.com/DevashishPathrabe,https://api.github.com/users/DevashishPathrabe/followers,https://api.github.com/users/DevashishPathrabe/following{/other_user},https://api.github.com/users/DevashishPathrabe/gists{/gist_id},https://api.github.com/users/DevashishPathrabe/starred{/owner}{/repo},https://api.github.com/users/DevashishPathrabe/subscriptions,https://api.github.com/users/DevashishPathrabe/orgs,https://api.github.com/users/DevashishPathrabe/repos,https://api.github.com/users/DevashishPathrabe/events{/privacy},https://api.github.com/users/DevashishPathrabe/received_events,User,public,False,1.0
apoorva-dave,19779081,MDQ6VXNlcjE5Nzc5MDgx,https://avatars.githubusercontent.com/u/19779081?v=4,,https://api.github.com/users/apoorva-dave,https://github.com/apoorva-dave,https://api.github.com/users/apoorva-dave/followers,https://api.github.com/users/apoorva-dave/following{/other_user},https://api.github.com/users/apoorva-dave/gists{/gist_id},https://api.github.com/users/apoorva-dave/starred{/owner}{/repo},https://api.github.com/users/apoorva-dave/subscriptions,https://api.github.com/users/apoorva-dave/orgs,https://api.github.com/users/apoorva-dave/repos,https://api.github.com/users/apoorva-dave/events{/privacy},https://api.github.com/users/apoorva-dave/received_events,User,public,False,1.0
bedapudi6788,15898654,MDQ6VXNlcjE1ODk4NjU0,https://avatars.githubusercontent.com/u/15898654?v=4,,https://api.github.com/users/bedapudi6788,https://github.com/bedapudi6788,https://api.github.com/users/bedapudi6788/followers,https://api.github.com/users/bedapudi6788/following{/other_user},https://api.github.com/users/bedapudi6788/gists{/gist_id},https://api.github.com/users/bedapudi6788/starred{/owner}{/repo},https://api.github.com/users/bedapudi6788/subscriptions,https://api.github.com/users/bedapudi6788/orgs,https://api.github.com/users/bedapudi6788/repos,https://api.github.com/users/bedapudi6788/events{/privacy},https://api.github.com/users/bedapudi6788/received_events,User,public,False,1.0
mayank2903,4241743,MDQ6VXNlcjQyNDE3NDM=,https://avatars.githubusercontent.com/u/4241743?v=4,,https://api.github.com/users/mayank2903,https://github.com/mayank2903,https://api.github.com/users/mayank2903/followers,https://api.github.com/users/mayank2903/following{/other_user},https://api.github.com/users/mayank2903/gists{/gist_id},https://api.github.com/users/mayank2903/starred{/owner}{/repo},https://api.github.com/users/mayank2903/subscriptions,https://api.github.com/users/mayank2903/orgs,https://api.github.com/users/mayank2903/repos,https://api.github.com/users/mayank2903/events{/privacy},https://api.github.com/users/mayank2903/received_events,User,public,False,1.0
r-devops,29029753,MDQ6VXNlcjI5MDI5NzUz,https://avatars.githubusercontent.com/u/29029753?v=4,,https://api.github.com/users/r-devops,https://github.com/r-devops,https://api.github.com/users/r-devops/followers,https://api.github.com/users/r-devops/following{/other_user},https://api.github.com/users/r-devops/gists{/gist_id},https://api.github.com/users/r-devops/starred{/owner}{/repo},https://api.github.com/users/r-devops/subscriptions,https://api.github.com/users/r-devops/orgs,https://api.github.com/users/r-devops/repos,https://api.github.com/users/r-devops/events{/privacy},https://api.github.com/users/r-devops/received_events,User,public,False,1.0
AmeerAbdul7,86360339,MDQ6VXNlcjg2MzYwMzM5,https://avatars.githubusercontent.com/u/86360339?v=4,,https://api.github.com/users/AmeerAbdul7,https://github.com/AmeerAbdul7,https://api.github.com/users/AmeerAbdul7/followers,https://api.github.com/users/AmeerAbdul7/following{/other_user},https://api.github.com/users/AmeerAbdul7/gists{/gist_id},https://api.github.com/users/AmeerAbdul7/starred{/owner}{/repo},https://api.github.com/users/AmeerAbdul7/subscriptions,https://api.github.com/users/AmeerAbdul7/orgs,https://api.github.com/users/AmeerAbdul7/repos,https://api.github.com/users/AmeerAbdul7/events{/privacy},https://api.github.com/users/AmeerAbdul7/received_events,User,public,False,1.0
Abhey,17764661,MDQ6VXNlcjE3NzY0NjYx,https://avatars.githubusercontent.com/u/17764661?v=4,,https://api.github.com/users/Abhey,https://github.com/Abhey,https://api.github.com/users/Abhey/followers,https://api.github.com/users/Abhey/following{/other_user},https://api.github.com/users/Abhey/gists{/gist_id},https://api.github.com/users/Abhey/starred{/owner}{/repo},https://api.github.com/users/Abhey/subscriptions,https://api.github.com/users/Abhey/orgs,https://api.github.com/users/Abhey/repos,https://api.github.com/users/Abhey/events{/privacy},https://api.github.com/users/Abhey/received_events,User,public,False,1.0
pinkeshbadjatiya,14854424,MDQ6VXNlcjE0ODU0NDI0,https://avatars.githubusercontent.com/u/14854424?v=4,,https://api.github.com/users/pinkeshbadjatiya,https://github.com/pinkeshbadjatiya,https://api.github.com/users/pinkeshbadjatiya/followers,https://api.github.com/users/pinkeshbadjatiya/following{/other_user},https://api.github.com/users/pinkeshbadjatiya/gists{/gist_id},https://api.github.com/users/pinkeshbadjatiya/starred{/owner}{/repo},https://api.github.com/users/pinkeshbadjatiya/subscriptions,https://api.github.com/users/pinkeshbadjatiya/orgs,https://api.github.com/users/pinkeshbadjatiya/repos,https://api.github.com/users/pinkeshbadjatiya/events{/privacy},https://api.github.com/users/pinkeshbadjatiya/received_events,User,public,False,1.0
shabda,17330,MDQ6VXNlcjE3MzMw,https://avatars.githubusercontent.com/u/17330?v=4,,https://api.github.com/users/shabda,https://github.com/shabda,https://api.github.com/users/shabda/followers,https://api.github.com/users/shabda/following{/other_user},https://api.github.com/users/shabda/gists{/gist_id},https://api.github.com/users/shabda/starred{/owner}{/repo},https://api.github.com/users/shabda/subscriptions,https://api.github.com/users/shabda/orgs,https://api.github.com/users/shabda/repos,https://api.github.com/users/shabda/events{/privacy},https://api.github.com/users/shabda/received_events,User,public,False,1.0
NitishGadangi,29014716,MDQ6VXNlcjI5MDE0NzE2,https://avatars.githubusercontent.com/u/29014716?v=4,,https://api.github.com/users/NitishGadangi,https://github.com/NitishGadangi,https://api.github.com/users/NitishGadangi/followers,https://api.github.com/users/NitishGadangi/following{/other_user},https://api.github.com/users/NitishGadangi/gists{/gist_id},https://api.github.com/users/NitishGadangi/starred{/owner}{/repo},https://api.github.com/users/NitishGadangi/subscriptions,https://api.github.com/users/NitishGadangi/orgs,https://api.github.com/users/NitishGadangi/repos,https://api.github.com/users/NitishGadangi/events{/privacy},https://api.github.com/users/NitishGadangi/received_events,User,public,False,1.0
mujaheed13,112754547,U_kgDOBrh_cw,https://avatars.githubusercontent.com/u/112754547?v=4,,https://api.github.com/users/mujaheed13,https://github.com/mujaheed13,https://api.github.com/users/mujaheed13/followers,https://api.github.com/users/mujaheed13/following{/other_user},https://api.github.com/users/mujaheed13/gists{/gist_id},https://api.github.com/users/mujaheed13/starred{/owner}{/repo},https://api.github.com/users/mujaheed13/subscriptions,https://api.github.com/users/mujaheed13/orgs,https://api.github.com/users/mujaheed13/repos,https://api.github.com/users/mujaheed13/events{/privacy},https://api.github.com/users/mujaheed13/received_events,User,public,False,1.0
manishprivet,54291836,MDQ6VXNlcjU0MjkxODM2,https://avatars.githubusercontent.com/u/54291836?v=4,,https://api.github.com/users/manishprivet,https://github.com/manishprivet,https://api.github.com/users/manishprivet/followers,https://api.github.com/users/manishprivet/following{/other_user},https://api.github.com/users/manishprivet/gists{/gist_id},https://api.github.com/users/manishprivet/starred{/owner}{/repo},https://api.github.com/users/manishprivet/subscriptions,https://api.github.com/users/manishprivet/orgs,https://api.github.com/users/manishprivet/repos,https://api.github.com/users/manishprivet/events{/privacy},https://api.github.com/users/manishprivet/received_events,User,public,False,1.0
saiankit,50326918,MDQ6VXNlcjUwMzI2OTE4,https://avatars.githubusercontent.com/u/50326918?v=4,,https://api.github.com/users/saiankit,https://github.com/saiankit,https://api.github.com/users/saiankit/followers,https://api.github.com/users/saiankit/following{/other_user},https://api.github.com/users/saiankit/gists{/gist_id},https://api.github.com/users/saiankit/starred{/owner}{/repo},https://api.github.com/users/saiankit/subscriptions,https://api.github.com/users/saiankit/orgs,https://api.github.com/users/saiankit/repos,https://api.github.com/users/saiankit/events{/privacy},https://api.github.com/users/saiankit/received_events,User,public,False,1.0
sharanya02,59661067,MDQ6VXNlcjU5NjYxMDY3,https://avatars.githubusercontent.com/u/59661067?v=4,,https://api.github.com/users/sharanya02,https://github.com/sharanya02,https://api.github.com/users/sharanya02/followers,https://api.github.com/users/sharanya02/following{/other_user},https://api.github.com/users/sharanya02/gists{/gist_id},https://api.github.com/users/sharanya02/starred{/owner}{/repo},https://api.github.com/users/sharanya02/subscriptions,https://api.github.com/users/sharanya02/orgs,https://api.github.com/users/sharanya02/repos,https://api.github.com/users/sharanya02/events{/privacy},https://api.github.com/users/sharanya02/received_events,User,public,False,1.0
gkdevops,47983326,MDQ6VXNlcjQ3OTgzMzI2,https://avatars.githubusercontent.com/u/47983326?v=4,,https://api.github.com/users/gkdevops,https://github.com/gkdevops,https://api.github.com/users/gkdevops/followers,https://api.github.com/users/gkdevops/following{/other_user},https://api.github.com/users/gkdevops/gists{/gist_id},https://api.github.com/users/gkdevops/starred{/owner}{/repo},https://api.github.com/users/gkdevops/subscriptions,https://api.github.com/users/gkdevops/orgs,https://api.github.com/users/gkdevops/repos,https://api.github.com/users/gkdevops/events{/privacy},https://api.github.com/users/gkdevops/received_events,User,public,False,1.0
ironmaniiith,9266422,MDQ6VXNlcjkyNjY0MjI=,https://avatars.githubusercontent.com/u/9266422?v=4,,https://api.github.com/users/ironmaniiith,https://github.com/ironmaniiith,https://api.github.com/users/ironmaniiith/followers,https://api.github.com/users/ironmaniiith/following{/other_user},https://api.github.com/users/ironmaniiith/gists{/gist_id},https://api.github.com/users/ironmaniiith/starred{/owner}{/repo},https://api.github.com/users/ironmaniiith/subscriptions,https://api.github.com/users/ironmaniiith/orgs,https://api.github.com/users/ironmaniiith/repos,https://api.github.com/users/ironmaniiith/events{/privacy},https://api.github.com/users/ironmaniiith/received_events,User,public,False,1.0
abhishekrawe,65603830,MDQ6VXNlcjY1NjAzODMw,https://avatars.githubusercontent.com/u/65603830?v=4,,https://api.github.com/users/abhishekrawe,https://github.com/abhishekrawe,https://api.github.com/users/abhishekrawe/followers,https://api.github.com/users/abhishekrawe/following{/other_user},https://api.github.com/users/abhishekrawe/gists{/gist_id},https://api.github.com/users/abhishekrawe/starred{/owner}{/repo},https://api.github.com/users/abhishekrawe/subscriptions,https://api.github.com/users/abhishekrawe/orgs,https://api.github.com/users/abhishekrawe/repos,https://api.github.com/users/abhishekrawe/events{/privacy},https://api.github.com/users/abhishekrawe/received_events,User,public,False,1.0
vihar,16307796,MDQ6VXNlcjE2MzA3Nzk2,https://avatars.githubusercontent.com/u/16307796?v=4,,https://api.github.com/users/vihar,https://github.com/vihar,https://api.github.com/users/vihar/followers,https://api.github.com/users/vihar/following{/other_user},https://api.github.com/users/vihar/gists{/gist_id},https://api.github.com/users/vihar/starred{/owner}{/repo},https://api.github.com/users/vihar/subscriptions,https://api.github.com/users/vihar/orgs,https://api.github.com/users/vihar/repos,https://api.github.com/users/vihar/events{/privacy},https://api.github.com/users/vihar/received_events,User,public,False,1.0
arnab9593,105920194,U_kgDOBlA2wg,https://avatars.githubusercontent.com/u/105920194?v=4,,https://api.github.com/users/arnab9593,https://github.com/arnab9593,https://api.github.com/users/arnab9593/followers,https://api.github.com/users/arnab9593/following{/other_user},https://api.github.com/users/arnab9593/gists{/gist_id},https://api.github.com/users/arnab9593/starred{/owner}{/repo},https://api.github.com/users/arnab9593/subscriptions,https://api.github.com/users/arnab9593/orgs,https://api.github.com/users/arnab9593/repos,https://api.github.com/users/arnab9593/events{/privacy},https://api.github.com/users/arnab9593/received_events,User,public,False,1.0
nithingooud,91818464,U_kgDOBXkJ4A,https://avatars.githubusercontent.com/u/91818464?v=4,,https://api.github.com/users/nithingooud,https://github.com/nithingooud,https://api.github.com/users/nithingooud/followers,https://api.github.com/users/nithingooud/following{/other_user},https://api.github.com/users/nithingooud/gists{/gist_id},https://api.github.com/users/nithingooud/starred{/owner}{/repo},https://api.github.com/users/nithingooud/subscriptions,https://api.github.com/users/nithingooud/orgs,https://api.github.com/users/nithingooud/repos,https://api.github.com/users/nithingooud/events{/privacy},https://api.github.com/users/nithingooud/received_events,User,public,False,1.0
arunmotoori,7247032,MDQ6VXNlcjcyNDcwMzI=,https://avatars.githubusercontent.com/u/7247032?v=4,,https://api.github.com/users/arunmotoori,https://github.com/arunmotoori,https://api.github.com/users/arunmotoori/followers,https://api.github.com/users/arunmotoori/following{/other_user},https://api.github.com/users/arunmotoori/gists{/gist_id},https://api.github.com/users/arunmotoori/starred{/owner}{/repo},https://api.github.com/users/arunmotoori/subscriptions,https://api.github.com/users/arunmotoori/orgs,https://api.github.com/users/arunmotoori/repos,https://api.github.com/users/arunmotoori/events{/privacy},https://api.github.com/users/arunmotoori/received_events,User,public,False,1.0
swetanjal,19548135,MDQ6VXNlcjE5NTQ4MTM1,https://avatars.githubusercontent.com/u/19548135?v=4,,https://api.github.com/users/swetanjal,https://github.com/swetanjal,https://api.github.com/users/swetanjal/followers,https://api.github.com/users/swetanjal/following{/other_user},https://api.github.com/users/swetanjal/gists{/gist_id},https://api.github.com/users/swetanjal/starred{/owner}{/repo},https://api.github.com/users/swetanjal/subscriptions,https://api.github.com/users/swetanjal/orgs,https://api.github.com/users/swetanjal/repos,https://api.github.com/users/swetanjal/events{/privacy},https://api.github.com/users/swetanjal/received_events,User,public,False,1.0
RahulSonali,106369952,U_kgDOBlcToA,https://avatars.githubusercontent.com/u/106369952?v=4,,https://api.github.com/users/RahulSonali,https://github.com/RahulSonali,https://api.github.com/users/RahulSonali/followers,https://api.github.com/users/RahulSonali/following{/other_user},https://api.github.com/users/RahulSonali/gists{/gist_id},https://api.github.com/users/RahulSonali/starred{/owner}{/repo},https://api.github.com/users/RahulSonali/subscriptions,https://api.github.com/users/RahulSonali/orgs,https://api.github.com/users/RahulSonali/repos,https://api.github.com/users/RahulSonali/events{/privacy},https://api.github.com/users/RahulSonali/received_events,User,public,False,1.0
prudhvir3ddy,20471162,MDQ6VXNlcjIwNDcxMTYy,https://avatars.githubusercontent.com/u/20471162?v=4,,https://api.github.com/users/prudhvir3ddy,https://github.com/prudhvir3ddy,https://api.github.com/users/prudhvir3ddy/followers,https://api.github.com/users/prudhvir3ddy/following{/other_user},https://api.github.com/users/prudhvir3ddy/gists{/gist_id},https://api.github.com/users/prudhvir3ddy/starred{/owner}{/repo},https://api.github.com/users/prudhvir3ddy/subscriptions,https://api.github.com/users/prudhvir3ddy/orgs,https://api.github.com/users/prudhvir3ddy/repos,https://api.github.com/users/prudhvir3ddy/events{/privacy},https://api.github.com/users/prudhvir3ddy/received_events,User,public,False,1.0
ravikishore1993,1286281,MDQ6VXNlcjEyODYyODE=,https://avatars.githubusercontent.com/u/1286281?v=4,,https://api.github.com/users/ravikishore1993,https://github.com/ravikishore1993,https://api.github.com/users/ravikishore1993/followers,https://api.github.com/users/ravikishore1993/following{/other_user},https://api.github.com/users/ravikishore1993/gists{/gist_id},https://api.github.com/users/ravikishore1993/starred{/owner}{/repo},https://api.github.com/users/ravikishore1993/subscriptions,https://api.github.com/users/ravikishore1993/orgs,https://api.github.com/users/ravikishore1993/repos,https://api.github.com/users/ravikishore1993/events{/privacy},https://api.github.com/users/ravikishore1993/received_events,User,public,False,1.0
nischalare,54412294,MDQ6VXNlcjU0NDEyMjk0,https://avatars.githubusercontent.com/u/54412294?v=4,,https://api.github.com/users/nischalare,https://github.com/nischalare,https://api.github.com/users/nischalare/followers,https://api.github.com/users/nischalare/following{/other_user},https://api.github.com/users/nischalare/gists{/gist_id},https://api.github.com/users/nischalare/starred{/owner}{/repo},https://api.github.com/users/nischalare/subscriptions,https://api.github.com/users/nischalare/orgs,https://api.github.com/users/nischalare/repos,https://api.github.com/users/nischalare/events{/privacy},https://api.github.com/users/nischalare/received_events,User,public,False,1.0
vivekvardhan2810,91594529,U_kgDOBXWfIQ,https://avatars.githubusercontent.com/u/91594529?v=4,,https://api.github.com/users/vivekvardhan2810,https://github.com/vivekvardhan2810,https://api.github.com/users/vivekvardhan2810/followers,https://api.github.com/users/vivekvardhan2810/following{/other_user},https://api.github.com/users/vivekvardhan2810/gists{/gist_id},https://api.github.com/users/vivekvardhan2810/starred{/owner}{/repo},https://api.github.com/users/vivekvardhan2810/subscriptions,https://api.github.com/users/vivekvardhan2810/orgs,https://api.github.com/users/vivekvardhan2810/repos,https://api.github.com/users/vivekvardhan2810/events{/privacy},https://api.github.com/users/vivekvardhan2810/received_events,User,public,False,1.0
SaumyaMohandas,91359779,MDQ6VXNlcjkxMzU5Nzc5,https://avatars.githubusercontent.com/u/91359779?v=4,,https://api.github.com/users/SaumyaMohandas,https://github.com/SaumyaMohandas,https://api.github.com/users/SaumyaMohandas/followers,https://api.github.com/users/SaumyaMohandas/following{/other_user},https://api.github.com/users/SaumyaMohandas/gists{/gist_id},https://api.github.com/users/SaumyaMohandas/starred{/owner}{/repo},https://api.github.com/users/SaumyaMohandas/subscriptions,https://api.github.com/users/SaumyaMohandas/orgs,https://api.github.com/users/SaumyaMohandas/repos,https://api.github.com/users/SaumyaMohandas/events{/privacy},https://api.github.com/users/SaumyaMohandas/received_events,User,public,False,1.0
Srikarmk,59885206,MDQ6VXNlcjU5ODg1MjA2,https://avatars.githubusercontent.com/u/59885206?v=4,,https://api.github.com/users/Srikarmk,https://github.com/Srikarmk,https://api.github.com/users/Srikarmk/followers,https://api.github.com/users/Srikarmk/following{/other_user},https://api.github.com/users/Srikarmk/gists{/gist_id},https://api.github.com/users/Srikarmk/starred{/owner}{/repo},https://api.github.com/users/Srikarmk/subscriptions,https://api.github.com/users/Srikarmk/orgs,https://api.github.com/users/Srikarmk/repos,https://api.github.com/users/Srikarmk/events{/privacy},https://api.github.com/users/Srikarmk/received_events,User,public,False,1.0
kaushik-rishi,52498617,MDQ6VXNlcjUyNDk4NjE3,https://avatars.githubusercontent.com/u/52498617?v=4,,https://api.github.com/users/kaushik-rishi,https://github.com/kaushik-rishi,https://api.github.com/users/kaushik-rishi/followers,https://api.github.com/users/kaushik-rishi/following{/other_user},https://api.github.com/users/kaushik-rishi/gists{/gist_id},https://api.github.com/users/kaushik-rishi/starred{/owner}{/repo},https://api.github.com/users/kaushik-rishi/subscriptions,https://api.github.com/users/kaushik-rishi/orgs,https://api.github.com/users/kaushik-rishi/repos,https://api.github.com/users/kaushik-rishi/events{/privacy},https://api.github.com/users/kaushik-rishi/received_events,User,public,False,1.0
feat7,12556455,MDQ6VXNlcjEyNTU2NDU1,https://avatars.githubusercontent.com/u/12556455?v=4,,https://api.github.com/users/feat7,https://github.com/feat7,https://api.github.com/users/feat7/followers,https://api.github.com/users/feat7/following{/other_user},https://api.github.com/users/feat7/gists{/gist_id},https://api.github.com/users/feat7/starred{/owner}{/repo},https://api.github.com/users/feat7/subscriptions,https://api.github.com/users/feat7/orgs,https://api.github.com/users/feat7/repos,https://api.github.com/users/feat7/events{/privacy},https://api.github.com/users/feat7/received_events,User,public,False,1.0
susiejojo,42820001,MDQ6VXNlcjQyODIwMDAx,https://avatars.githubusercontent.com/u/42820001?v=4,,https://api.github.com/users/susiejojo,https://github.com/susiejojo,https://api.github.com/users/susiejojo/followers,https://api.github.com/users/susiejojo/following{/other_user},https://api.github.com/users/susiejojo/gists{/gist_id},https://api.github.com/users/susiejojo/starred{/owner}{/repo},https://api.github.com/users/susiejojo/subscriptions,https://api.github.com/users/susiejojo/orgs,https://api.github.com/users/susiejojo/repos,https://api.github.com/users/susiejojo/events{/privacy},https://api.github.com/users/susiejojo/received_events,User,public,False,1.0
